id,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price,miles1K
16045,550,unsp,CPO,f,12540,2011,Black,5.5 L,Gasoline,DE,SoA,unsp,Alloy,unsp,62,65900,12.54
16542,550,unsp,Used,t,32421,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,46500,32.421
16553,550,unsp,CPO,f,32550,2011,White,5.5 L,Gasoline,TX,WSC,unsp,Alloy,unsp,39,56100,32.55
16558,550,unsp,CPO,f,42983,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,unsp,unsp,9,42473,42.983
16564,550,unsp,Used,t,32113,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,13,53990,32.113
16567,550,unsp,CPO,f,23741,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,9,56975,23.741
16668,550,unsp,Used,f,44421,2011,Blue,5.5 L,Gasoline,CT,New,unsp,Alloy,unsp,41,53490,44.421
16669,550,unsp,Used,f,70333,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,Alloy,unsp,14,41557,70.333
16673,550,unsp,Used,f,67613,2011,Black,5.5 L,Gasoline,MI,ENC,Premium,Alloy,unsp,50,47900,67.613
16674,550,unsp,Used,f,32664,2011,White,5.5 L,Gasoline,MD,SoA,Premium,Alloy,unsp,93,53955,32.664
16675,550,unsp,Used,f,25031,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,unsp,18,102,49900,25.031
16676,550,unsp,CPO,f,38157,2011,Black,5.5 L,Gasoline,KS,WNC,Premium,Alloy,unsp,82,55900,38.157
16678,550,unsp,CPO,f,14315,2011,Black,5.5 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,58,62991,14.315
16680,550,unsp,Used,t,31153,2011,White,5.5 L,Gasoline,PA,Mid,Harman Kardon,Alloy,18,74,46995,31.153
16681,550,unsp,Used,t,45126,2011,Gray,5.5 L,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,85,42000,45.126
16683,550,unsp,Used,f,36833,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,70,48880,36.833
16684,550,unsp,Used,f,46235,2011,White,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,5,49995,46.235
16686,550,unsp,CPO,f,22166,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,81,50784,22.166
16687,550,unsp,Used,f,16679,2011,White,5.5 L,Gasoline,MA,New,unsp,Premium,unsp,10,59998,16.679
16692,550,unsp,CPO,f,49256,2011,Black,5.5 L,Gasoline,WV,SoA,Premium,Alloy,unsp,79,44919,49.256
16693,550,unsp,Used,f,29431,2011,White,5.5 L,Gasoline,FL,SoA,Premium,Alloy,18,74,38999,29.431
16694,550,unsp,CPO,f,13283,2011,Black,5.5 L,Gasoline,OK,WSC,Premium,Alloy,unsp,74,54000,13.283
17241,550,unsp,CPO,t,35048,2011,Gray,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,5,59911,35.048
17245,550,unsp,Used,f,29090,2011,Black,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,53,48995,29.09
17251,550,unsp,CPO,f,49514,2011,White,5.5 L,Gasoline,TN,ESC,unsp,unsp,unsp,71,51623,49.514
17254,550,unsp,Used,t,38229,2011,Gray,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,57,48800,38.229
17256,550,unsp,Used,f,14966,2011,Silver,5.5 L,Gasoline,AZ,Mtn,unsp,Alloy,unsp,56,58999,14.966
17296,63 AMG,unsp,CPO,f,16496,2011,White,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,72,82995,16.496
17348,550,unsp,CPO,t,33106,2011,Black,5.5 L,Gasoline,CT,New,Harman Kardon,Alloy,19,78,53777,33.106
17350,550,unsp,Used,f,40386,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,13,42999,40.386
17351,550,unsp,CPO,f,3598,2011,White,5.5 L,Gasoline,CO,Mtn,unsp,Alloy,unsp,80,63000,3.598
17352,550,unsp,Used,t,48944,2011,Green,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,68,50989,48.944
17353,550,unsp,Used,f,42821,2011,Black,5.5 L,Gasoline,MS,ESC,unsp,unsp,unsp,56,53800,42.821
17354,550,unsp,Used,f,33955,2011,Black,5.5 L,Gasoline,MI,ENC,unsp,unsp,unsp,3,48995,33.955
17355,550,unsp,CPO,f,7551,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,64,61989,7.551
17356,550,unsp,CPO,f,31109,2011,Gray,5.5 L,Gasoline,MD,SoA,Bang Olufsen,Alloy,unsp,74,50998,31.109
17359,550,unsp,CPO,f,44364,2011,Gray,5.5 L,Gasoline,CO,Mtn,unsp,Alloy,unsp,6,43994,44.364
17360,550,unsp,Used,f,23354,2011,Black,5.5 L,Gasoline,KS,WNC,Premium,Alloy,unsp,76,64956,23.354
17362,550,unsp,Used,f,29801,2011,White,5.5 L,Gasoline,NC,SoA,unsp,unsp,unsp,33,44376,29.801
17363,550,unsp,CPO,t,38122,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,18,72,53395,38.122
17367,550,unsp,CPO,f,26138,2011,Silver,5.5 L,Gasoline,MD,SoA,Premium,Alloy,unsp,73,48993,26.138
17370,550,unsp,Used,f,23223,2011,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,69,56993,23.223
17371,550,unsp,Used,f,59518,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,19,40995,59.518
17893,550,unsp,Used,f,7503,2011,Red,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,58491,7.503
17894,550,unsp,Used,f,32396,2011,Black,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,50,40500,32.396
17898,550,unsp,CPO,f,39210,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,69,48998,39.21
17899,550,unsp,Used,t,40021,2011,unsp,5.5 L,Gasoline,MS,ESC,Premium,Alloy,unsp,68,44995,40.021
17900,550,unsp,CPO,t,30401,2011,Green,5.5 L,Gasoline,MO,WNC,Harman Kardon,unsp,unsp,38,59961,30.401
17901,550,unsp,Used,t,39308,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,36,55792,39.308
17902,550,unsp,CPO,t,15794,2011,White,5.5 L,Gasoline,HI,Pac,Premium,Alloy,unsp,70,61000,15.794
17903,550,unsp,CPO,t,18517,2011,White,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,66,57991,18.517
17905,550,unsp,Used,f,25751,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,12,57990,25.751
17957,63 AMG,unsp,CPO,f,52480,2011,Silver,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,66988,52.48
17958,63 AMG,unsp,Used,f,5300,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,5,86995,5.3
18028,550,unsp,Used,f,56686,2011,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,35,42991,56.686
18035,550,unsp,CPO,f,31582,2011,unsp,5.5 L,Gasoline,ME,New,unsp,Alloy,unsp,58,56791,31.582
18038,550,unsp,Used,f,45957,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,21,41995,45.957
18039,550,unsp,CPO,t,48396,2011,Silver,5.5 L,Gasoline,OH,ENC,unsp,unsp,unsp,5,48500,48.396
18041,550,unsp,Used,f,23078,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,61,47777,23.078
18545,550,unsp,Used,t,30478,2011,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,13,42990,30.478
18546,550,unsp,Used,f,42776,2011,White,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,62,55000,42.776
18549,550,unsp,CPO,f,14238,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,72,59991,14.238
18552,550,unsp,CPO,t,35896,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,68,54877,35.896
18560,550,unsp,Used,f,30249,2011,Silver,5.5 L,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,60,50922,30.249
18561,550,unsp,CPO,f,28141,2011,White,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,25,54991,28.141
18564,550,unsp,CPO,t,23653,2011,Black,5.5 L,Gasoline,SC,SoA,Premium,Alloy,unsp,71,58800,23.653
18567,550,unsp,Used,f,80293,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,20,35995,80.293
18615,63 AMG,unsp,CPO,f,27810,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,38,79882,27.81
18666,550,unsp,Used,f,31072,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,73,47850,31.072
18667,550,unsp,Used,f,41049,2011,White,5.5 L,Gasoline,IN,ENC,unsp,Alloy,unsp,54,49914,41.049
18669,550,unsp,CPO,f,32624,2011,Black,5.5 L,Gasoline,MI,ENC,unsp,unsp,unsp,55,56492,32.624
18670,550,unsp,Used,f,59587,2011,Blue,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,55,36999,59.587
18672,550,unsp,Used,f,35503,2011,Black,5.5 L,Gasoline,MD,SoA,Harman Kardon,Alloy,18,45,51900,35.503
18674,550,unsp,Used,t,38898,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,22,41995,38.898
18679,550,unsp,Used,t,31439,2011,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,74,36999,31.439
18683,550,unsp,Used,f,43193,2011,Gray,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,77,41999,43.193
18684,550,unsp,Used,f,48133,2011,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,33,40695,48.133
18687,550,unsp,Used,f,28432,2011,Black,5.5 L,Gasoline,WA,Pac,Harman Kardon,unsp,unsp,13,52480,28.432
18693,550,unsp,Used,t,68484,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,102,37652,68.484
18699,550,unsp,CPO,t,33919,2011,Black,5.5 L,Gasoline,CT,New,Premium,Alloy,unsp,68,49990,33.919
18700,550,unsp,Used,t,56585,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,18,36995,56.585
18702,550,unsp,Used,f,51777,2011,Blue,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,54,40999,51.777
18704,550,unsp,CPO,f,38252,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,18,105,49900,38.252
18705,550,unsp,Used,f,30248,2011,Black,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,79,47998,30.248
18711,550,unsp,Used,f,67006,2011,Black,5.5 L,Gasoline,NJ,Mid,Bang Olufsen,Alloy,unsp,71,39995,67.006
18713,550,unsp,Used,f,41096,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,53,42999,41.096
18715,550,unsp,CPO,t,35829,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,18,73,57991,35.829
19250,550,unsp,Used,t,41219,2011,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,46988,41.219
19251,550,unsp,Used,t,20205,2011,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,72,59888,20.205
19253,550,unsp,CPO,f,27608,2011,White,5.5 L,Gasoline,TX,WSC,unsp,Alloy,unsp,58,59995,27.608
19256,550,unsp,Used,t,17590,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,77,48999,17.59
19267,550,unsp,Used,f,59379,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,55,47994,59.379
19268,550,unsp,Used,t,38418,2011,White,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,52991,38.418
19269,550,unsp,CPO,f,8845,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,0,65461,8.845
19270,550,unsp,Used,f,21356,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,58,46994,21.356
19275,550,unsp,CPO,f,15116,2011,White,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,80,54900,15.116
19276,550,unsp,Used,f,17632,2011,Silver,5.5 L,Gasoline,MT,Mtn,unsp,Alloy,unsp,53,49995,17.632
19277,550,unsp,Used,t,27317,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,46487,27.317
19278,550,unsp,Used,f,43680,2011,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,69,49891,43.68
19323,63 AMG,unsp,Used,f,34362,2011,Black,5.5 L,Gasoline,MD,SoA,Premium,Alloy,unsp,41,73988,34.362
19325,63 AMG,unsp,Used,t,10369,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,106,89995,10.369
19377,550,unsp,Used,f,57654,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,21,37995,57.654
19379,550,unsp,CPO,f,34716,2011,White,5.5 L,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,57,57900,34.716
19380,550,unsp,Used,f,30178,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,101,54900,30.178
19384,550,unsp,Used,t,55590,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,22,42995,55.59
19385,550,unsp,Used,t,36419,2011,Black,5.5 L,Gasoline,MD,SoA,Harman Kardon,Alloy,18,42,41900,36.419
19386,550,unsp,Used,f,25400,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,59999,25.4
19387,550,unsp,Used,f,46170,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,12,40799,46.17
19388,550,unsp,CPO,f,30599,2011,Black,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,14,54998,30.599
19389,550,unsp,Used,f,47450,2011,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,75,46000,47.45
19391,550,unsp,Used,t,37806,2011,Gray,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,33,38000,37.806
19392,550,unsp,Used,f,48706,2011,White,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,94,46900,48.706
19399,550,unsp,CPO,f,30000,2011,Red,5.5 L,Gasoline,MD,SoA,Premium,Alloy,unsp,70,51993,30
19400,550,unsp,Used,f,57891,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,68,41995,57.891
19921,550,unsp,Used,f,61730,2011,Gray,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,37495,61.73
19922,550,unsp,Used,f,15198,2011,Gray,5.5 L,Gasoline,GA,SoA,unsp,Alloy,unsp,76,57795,15.198
19925,550,unsp,Used,f,56021,2011,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,43888,56.021
19926,550,unsp,Used,f,17693,2011,Silver,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,38,56995,17.693
19928,550,unsp,CPO,f,20683,2011,Brown,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,11,54970,20.683
19932,550,unsp,Used,t,32010,2011,Black,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,13,49995,32.01
19934,550,unsp,Used,f,10944,2011,Black,5.5 L,Gasoline,CA,Pac,Bang Olufsen,Alloy,unsp,52,59988,10.944
19937,550,unsp,Used,f,43409,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,53991,43.409
19939,550,unsp,CPO,f,14675,2011,Silver,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,79,56980,14.675
19941,550,unsp,Used,f,41800,2011,White,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,55,42490,41.8
20045,550,unsp,CPO,f,8933,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,69900,8.933
20048,550,unsp,Used,f,31668,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,48,45998,31.668
20049,550,unsp,Used,f,24008,2011,Black,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,2,46990,24.008
20053,550,unsp,Used,f,33727,2011,White,5.5 L,Gasoline,MA,New,unsp,Alloy,unsp,71,54992,33.727
20063,550,unsp,CPO,t,36609,2011,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,67,60678,36.609
20607,550,unsp,Used,f,45000,2011,White,5.5 L,Gasoline,CA,Pac,Premium,Premium,unsp,45,42492,45
20608,550,unsp,CPO,f,34462,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,5,46981,34.462
20610,550,unsp,Used,f,42763,2011,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,72,52988,42.763
20615,550,unsp,Used,f,29152,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,48995,29.152
20616,550,unsp,Used,f,81200,2011,Black,5.5 L,Gasoline,TX,WSC,Premium,unsp,unsp,43,38888,81.2
20620,550,unsp,CPO,f,17405,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,65,59900,17.405
20621,550,unsp,Used,f,48778,2011,Silver,5.5 L,Gasoline,AZ,Mtn,Premium,Alloy,unsp,68,48500,48.778
20624,550,unsp,Used,f,26495,2011,Black,5.5 L,Gasoline,TX,WSC,unsp,Alloy,unsp,78,51495,26.495
20629,550,unsp,CPO,f,18519,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,41,53991,18.519
20658,63 AMG,unsp,Used,t,38542,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,53,63990,38.542
20659,63 AMG,unsp,CPO,t,18927,2011,Silver,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,68,81991,18.927
20707,550,unsp,Used,f,34280,2011,Gray,5.5 L,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,30,40900,34.28
20708,550,unsp,Used,f,35375,2011,Black,5.5 L,Gasoline,IL,ENC,unsp,Alloy,unsp,19,52991,35.375
20710,550,unsp,Used,f,44766,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,32,47989,44.766
20711,550,unsp,Used,f,25535,2011,Black,5.5 L,Gasoline,MD,SoA,Harman Kardon,Alloy,18,56,49995,25.535
20714,550,unsp,Used,f,66509,2011,Silver,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,34,43900,66.509
20717,550,unsp,Used,f,59999,2011,Blue,5.5 L,Gasoline,MD,SoA,unsp,Alloy,unsp,51,39995,59.999
20721,550,unsp,Used,t,29266,2011,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,39,46986,29.266
20722,550,unsp,CPO,t,37893,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,49001,37.893
20724,550,unsp,CPO,f,35655,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,95,46592,35.655
20725,550,unsp,Used,f,26342,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,30,46000,26.342
20728,550,unsp,Used,t,38855,2011,White,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,54,42998,38.855
20729,550,unsp,Used,t,43439,2011,White,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,8,41990,43.439
21246,550,unsp,Used,t,49947,2011,White,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,57,45979,49.947
21247,550,unsp,Used,f,32690,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,24,52991,32.69
21248,550,unsp,Used,f,51064,2011,White,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,53,44888,51.064
21254,550,unsp,CPO,t,30604,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,82,56991,30.604
21255,550,unsp,Used,f,32825,2011,Black,5.5 L,Gasoline,FL,SoA,Bang Olufsen,unsp,20,7,46800,32.825
21256,550,unsp,Used,t,26215,2011,unsp,5.5 L,Gasoline,AZ,Mtn,Premium,Alloy,unsp,69,58888,26.215
21258,550,unsp,Used,f,11662,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,18,60,53995,11.662
21259,550,unsp,CPO,t,42645,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,18,104,54999,42.645
21263,550,unsp,Used,f,25566,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,70,49999,25.566
21264,550,unsp,CPO,f,41446,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,46981,41.446
21265,550,unsp,Used,t,25162,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,59988,25.162
21271,550,unsp,CPO,f,33900,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,29,53991,33.9
21312,63 AMG,unsp,Used,t,20015,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,77,67850,20.015
21361,550,unsp,Used,t,60789,2011,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,19,69,43984,60.789
21362,550,unsp,CPO,f,25833,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,56,54750,25.833
21366,550,unsp,Used,f,43490,2011,Gray,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,84,38995,43.49
21368,550,unsp,Used,t,42797,2011,Red,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,30,40999,42.797
21370,550,unsp,Used,f,28073,2011,White,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,29,53995,28.073
21373,550,unsp,Used,f,10542,2011,Gray,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,10,50678,10.542
21375,550,unsp,Used,t,54060,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,67,46995,54.06
21380,550,unsp,CPO,f,38966,2011,Silver,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,18,74,54001,38.966
21381,550,unsp,CPO,t,14473,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,78,55997,14.473
21382,550,unsp,Used,f,32274,2011,Black,5.5 L,Gasoline,KY,ESC,unsp,unsp,unsp,1,57810,32.274
21868,550,unsp,Used,f,34608,2011,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,22,51991,34.608
21872,550,unsp,Used,f,23500,2011,White,5.5 L,Gasoline,WA,Pac,unsp,unsp,unsp,26,57963,23.5
21879,550,unsp,Used,t,42154,2011,Red,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,52,46888,42.154
21882,550,unsp,Used,f,47842,2011,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,3,40950,47.842
21883,550,unsp,CPO,t,43449,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,52487,43.449
21885,550,unsp,Used,t,47528,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,53986,47.528
21886,550,unsp,Used,f,23954,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,80,53995,23.954
21889,550,unsp,CPO,f,23554,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,39,52991,23.554
21890,550,unsp,Used,t,38253,2011,White,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,75,39999,38.253
21896,550,unsp,Used,f,73250,2011,White,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,9,48451,73.25
21941,63 AMG,unsp,CPO,f,38120,2011,Black,5.5 L,Gasoline,CA,Pac,Bang Olufsen,unsp,unsp,4,79998,38.12
21943,63 AMG,unsp,CPO,f,28803,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,78,75859,28.803
21994,550,unsp,Used,f,44769,2011,Black,5.5 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,24,46500,44.769
22000,550,unsp,Used,f,43621,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,52,41699,43.621
22009,550,unsp,Used,t,38237,2011,Black,5.5 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,11,52000,38.237
22010,550,unsp,CPO,f,29156,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,56501,29.156
22011,550,unsp,Used,f,41487,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,22,41995,41.487
22012,550,unsp,Used,f,14098,2011,Black,5.5 L,Gasoline,MA,New,unsp,Alloy,unsp,62,58990,14.098
22015,550,unsp,Used,f,34905,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,18,72,41999,34.905
22020,550,unsp,Used,f,54834,2011,White,5.5 L,Gasoline,MD,SoA,unsp,Alloy,unsp,55,42035,54.834
22022,550,unsp,Used,f,59072,2011,Silver,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,47,40800,59.072
22024,550,unsp,Used,t,38852,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,56,42999,38.852
22572,550,unsp,Used,f,27650,2011,Black,5.5 L,Gasoline,SC,SoA,Premium,Alloy,unsp,62,51989,27.65
22579,550,unsp,CPO,t,16652,2011,Black,5.5 L,Gasoline,AZ,Mtn,Premium,Alloy,unsp,71,51888,16.652
22583,550,unsp,Used,t,61343,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,49,42997,61.343
22584,550,unsp,Used,f,42656,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,81,49974,42.656
22587,550,unsp,CPO,f,46987,2011,Black,5.5 L,Gasoline,AL,ESC,unsp,Alloy,unsp,59,55900,46.987
22629,63 AMG,unsp,Used,f,18774,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,69,84500,18.774
22684,550,unsp,Used,t,34195,2011,Red,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,41,43994,34.195
22686,550,unsp,Used,f,21216,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,Alloy,unsp,56,49750,21.216
22691,550,unsp,Used,f,29019,2011,Gray,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,31,49995,29.019
22692,550,unsp,CPO,t,16722,2011,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,unsp,unsp,79,59850,16.722
22697,550,unsp,CPO,f,27163,2011,White,5.5 L,Gasoline,VA,SoA,unsp,Alloy,unsp,77,54900,27.163
22699,550,unsp,Used,f,47421,2011,Silver,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,73,52900,47.421
22703,550,unsp,Used,f,42139,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,77,38900,42.139
22704,550,unsp,Used,f,55949,2011,White,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,72,47900,55.949
22705,550,unsp,CPO,f,45661,2011,Gray,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,0,52998,45.661
22707,550,unsp,CPO,t,35147,2011,Black,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,33,51991,35.147
