id,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price,miles1K
10009,550,unsp,CPO,t,37031,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,32,57994,37.031
10109,550,unsp,Used,t,51221,2011,Silver,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,37,42995,51.221
10111,550,unsp,Used,t,58014,2011,White,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,7,41990,58.014
10113,550,unsp,Used,f,57482,2011,Black,5.5 L,Gasoline,MI,ENC,Premium,Alloy,unsp,50,40988,57.482
10116,550,unsp,CPO,t,37552,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,20,77,45995,37.552
10117,550,unsp,Used,t,36673,2011,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,70,51991,36.673
10118,550,unsp,Used,f,52658,2011,Silver,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,77,41998,52.658
10120,550,unsp,CPO,f,36542,2011,Silver,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,0,60891,36.542
10124,550,unsp,Used,t,40444,2011,Silver,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,74,52900,40.444
10125,550,unsp,CPO,f,27685,2011,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,54,55991,27.685
10127,550,unsp,Used,f,42326,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,0,47995,42.326
10129,550,unsp,Used,f,28319,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,46,55991,28.319
10130,550,unsp,Used,t,38212,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,47,42999,38.212
10134,550,unsp,Used,t,56909,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,44995,56.909
10135,550,unsp,Used,f,18227,2011,Black,5.5 L,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,24,57991,18.227
10641,550,unsp,CPO,f,12777,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,74,52988,12.777
10646,550,unsp,CPO,t,53959,2011,White,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,27,49991,53.959
10649,550,unsp,CPO,t,30870,2011,White,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,68,52995,30.87
10658,550,unsp,Used,f,48012,2011,Blue,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,58,40999,48.012
10703,63 AMG,unsp,Used,f,40681,2011,Gray,5.5 L,Gasoline,TX,WSC,Bang Olufsen,Alloy,unsp,67,73995,40.681
10704,63 AMG,unsp,CPO,f,1452,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,96,79992,1.452
10708,63 AMG,unsp,CPO,t,23195,2011,White,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,31,78888,23.195
10752,550,unsp,Used,t,26900,2011,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,92,45950,26.9
10753,550,unsp,CPO,f,23311,2011,Black,5.5 L,Gasoline,VA,SoA,Harman Kardon,Alloy,unsp,56,54914,23.311
10757,550,unsp,CPO,t,26448,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,73,49993,26.448
10759,550,unsp,Used,f,47134,2011,Black,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,36,57995,47.134
10765,550,unsp,CPO,t,30626,2011,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,58,60790,30.626
10767,550,unsp,CPO,f,42590,2011,Black,5.5 L,Gasoline,DE,SoA,unsp,unsp,unsp,11,45900,42.59
10771,550,unsp,CPO,f,43899,2011,Black,5.5 L,Gasoline,NC,SoA,unsp,unsp,unsp,11,49994,43.899
10772,550,unsp,Used,f,67040,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,18,45,40988,67.04
10778,550,unsp,Used,f,43274,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,Alloy,unsp,44,43988,43.274
10779,550,unsp,CPO,t,36004,2011,White,5.5 L,Gasoline,WI,ENC,Premium,Alloy,unsp,73,51900,36.004
10781,550,unsp,CPO,t,30535,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,66,64346,30.535
10782,550,unsp,Used,f,27052,2011,Black,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,4,44795,27.052
11291,550,unsp,Used,t,30926,2011,Black,5.5 L,Gasoline,OK,WSC,Premium,Alloy,unsp,73,49988,30.926
11296,550,unsp,Used,t,43385,2011,Black,5.5 L,Gasoline,NV,Mtn,unsp,unsp,unsp,0,44987,43.385
11298,550,unsp,Used,f,13724,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,49991,13.724
11301,550,unsp,Used,t,43450,2011,Gray,5.5 L,Gasoline,AZ,Mtn,Premium,unsp,unsp,45,47999,43.45
11305,550,unsp,CPO,f,13513,2011,Green,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,52,54991,13.513
11310,550,unsp,Used,f,56063,2011,White,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,69,46997,56.063
11311,550,unsp,CPO,t,38294,2011,Black,5.5 L,Gasoline,NC,SoA,unsp,Alloy,20,84,49863,38.294
11353,63 AMG,unsp,CPO,t,48520,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,34,73992,48.52
11358,63 AMG,unsp,CPO,f,36924,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,76,58889,36.924
11362,63 AMG,unsp,CPO,f,23373,2011,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,105995,23.373
11363,63 AMG,unsp,Used,f,36419,2011,Black,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,0,64725,36.419
11364,63 AMG,unsp,Used,f,32098,2011,Black,5.5 L,Gasoline,MO,WNC,unsp,Alloy,unsp,45,64991,32.098
11420,550,unsp,Used,f,22775,2011,White,5.5 L,Gasoline,WI,ENC,unsp,unsp,unsp,0,52995,22.775
11422,550,unsp,CPO,f,24784,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,90,47888,24.784
11425,550,unsp,Used,f,35088,2011,Black,5.5 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,80,46700,35.088
11430,550,unsp,Used,t,64319,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,44,39499,64.319
11431,550,unsp,Used,t,64760,2011,Silver,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,68,42111,64.76
11435,550,unsp,CPO,f,39127,2011,Black,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,79,55994,39.127
11439,550,unsp,Used,f,43742,2011,Silver,5.5 L,Gasoline,MS,ESC,Premium,Alloy,unsp,65,54777,43.742
11442,550,unsp,Used,f,24000,2011,Black,5.5 L,Gasoline,IA,WNC,unsp,unsp,unsp,16,51000,24
11443,550,unsp,CPO,f,43516,2011,Black,5.5 L,Gasoline,NC,SoA,Premium,Alloy,unsp,61,45998,43.516
11444,550,unsp,Used,f,45205,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,93,40998,45.205
11445,550,unsp,CPO,f,34058,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,4,59900,34.058
11446,550,unsp,Used,f,20977,2011,Black,5.5 L,Gasoline,VA,SoA,Premium,unsp,unsp,38,59950,20.977
11447,550,unsp,Used,f,33819,2011,Gray,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,29,46995,33.819
11450,550,unsp,Used,f,51269,2011,White,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,5,49995,51.269
11452,550,unsp,Used,t,50363,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,54,39999,50.363
11453,550,unsp,CPO,f,13214,2011,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,Alloy,18,53,60961,13.214
11935,550,unsp,CPO,t,62595,2011,Silver,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,4,44508,62.595
11936,550,unsp,CPO,t,28744,2011,Black,5.5 L,Gasoline,OK,WSC,Harman Kardon,unsp,unsp,3,58988,28.744
11938,550,unsp,Used,f,46968,2011,White,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,38,47991,46.968
11943,550,unsp,Used,f,30994,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,48995,30.994
11947,550,unsp,Used,t,49916,2011,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,18,71,39999,49.916
11951,550,unsp,Used,t,37658,2011,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,86,47999,37.658
11953,550,unsp,CPO,f,37770,2011,Silver,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,67,55500,37.77
11954,550,unsp,CPO,f,40759,2011,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,76,51991,40.759
11955,550,unsp,Used,f,42928,2011,Gray,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,77,37850,42.928
11957,550,unsp,CPO,t,20686,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,44,59950,20.686
11958,550,unsp,Used,f,60662,2011,Red,5.5 L,Gasoline,AR,WSC,Premium,Alloy,unsp,70,52990,60.662
11996,63 AMG,unsp,CPO,t,42338,2011,White,5.5 L,Gasoline,OR,Pac,unsp,Alloy,unsp,79,75900,42.338
11998,63 AMG,unsp,CPO,f,28390,2011,Blue,5.5 L,Gasoline,CA,Pac,unsp,unsp,20,29,74998,28.39
12001,63 AMG,unsp,CPO,t,26887,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,3,83900,26.887
12003,63 AMG,unsp,CPO,f,55953,2011,Black,5.5 L,Gasoline,VA,SoA,Bang Olufsen,Alloy,unsp,61,67986,55.953
12053,550,unsp,CPO,f,39265,2011,Silver,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,39,56900,39.265
12057,550,unsp,CPO,f,23307,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,73,47992,23.307
12060,550,unsp,Used,t,32588,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,72,40999,32.588
12061,550,unsp,CPO,f,48903,2011,Black,5.5 L,Gasoline,NC,SoA,Premium,Alloy,unsp,43,49757,48.903
12064,550,unsp,CPO,t,46597,2011,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,67,54998,46.597
12068,550,unsp,CPO,f,54819,2011,Silver,5.5 L,Gasoline,MA,New,unsp,Alloy,unsp,61,51991,54.819
12069,550,unsp,CPO,f,44720,2011,Black,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,84,47991,44.72
12072,550,unsp,CPO,t,32085,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,77,49998,32.085
12073,550,unsp,Used,f,29930,2011,Black,5.5 L,Gasoline,MA,New,Harman Kardon,Alloy,unsp,22,51990,29.93
12584,550,unsp,Used,f,33805,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,52,41995,33.805
12588,550,unsp,Used,t,35266,2011,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,67,48850,35.266
12594,550,unsp,CPO,f,33831,2011,Gray,5.5 L,Gasoline,SC,SoA,Harman Kardon,Alloy,unsp,90,49990,33.831
12595,550,unsp,CPO,f,21552,2011,Gray,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,68,59910,21.552
12660,63 AMG,unsp,Used,f,39183,2011,Black,5.5 L,Gasoline,FL,SoA,Bang Olufsen,Alloy,unsp,6,66293,39.183
12664,63 AMG,unsp,Used,f,20091,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,74991,20.091
12711,550,unsp,Used,t,22338,2011,White,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,60,48999,22.338
12712,550,unsp,CPO,f,38086,2011,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,85,48799,38.086
12716,550,unsp,Used,f,38260,2011,Silver,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,58,47877,38.26
12717,550,unsp,CPO,f,33755,2011,Silver,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,74,49292,33.755
12718,550,unsp,Used,t,76295,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,15,36495,76.295
12719,550,unsp,Used,t,53547,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,74,39995,53.547
12723,550,unsp,Used,f,40000,2011,unsp,5.5 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,68,46980,40
12726,550,unsp,Used,f,14138,2011,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,60,58944,14.138
12727,550,unsp,Used,f,12319,2011,Black,5.5 L,Gasoline,MN,WNC,unsp,Alloy,unsp,45,49800,12.319
12733,550,unsp,CPO,f,40908,2011,Blue,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,56,52998,40.908
12734,550,unsp,CPO,t,24473,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,26,56900,24.473
12740,550,unsp,Used,t,20736,2011,Black,5.5 L,Gasoline,CO,Mtn,Harman Kardon,unsp,unsp,57,59900,20.736
12741,550,unsp,Used,f,42251,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,17,43995,42.251
12742,550,unsp,CPO,t,23009,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,82,49884,23.009
13278,550,unsp,Used,f,8300,2011,White,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,58991,8.3
13279,550,unsp,Used,f,41003,2011,Silver,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,34,49994,41.003
13283,550,unsp,CPO,f,30651,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,64795,30.651
13285,550,unsp,CPO,t,26820,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,70,59991,26.82
13288,550,unsp,Used,t,19677,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,55391,19.677
13289,550,unsp,CPO,f,26543,2011,White,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,56380,26.543
13298,550,unsp,CPO,t,38601,2011,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,78,55991,38.601
13300,550,unsp,Used,t,36780,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,17,48981,36.78
13340,63 AMG,unsp,Used,f,22817,2011,Black,5.5 L,Gasoline,NH,New,Premium,Alloy,unsp,72,79988,22.817
13383,550,unsp,Used,f,19088,2011,Green,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,33,47000,19.088
13384,550,unsp,Used,f,29952,2011,Black,5.5 L,Gasoline,OK,WSC,unsp,unsp,unsp,0,61988,29.952
13387,550,unsp,Used,f,15723,2011,Black,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,0,48998,15.723
13388,550,unsp,CPO,t,29669,2011,White,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,59823,29.669
13389,550,unsp,Used,f,48607,2011,Black,5.5 L,Gasoline,LA,WSC,unsp,Alloy,unsp,58,37995,48.607
13392,550,unsp,Used,f,39616,2011,Black,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,41,45995,39.616
13394,550,unsp,Used,t,48597,2011,Silver,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,7,36990,48.597
13401,550,unsp,Used,f,39683,2011,Black,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,41,38995,39.683
13403,550,unsp,Used,t,60050,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,71,37999,60.05
13404,550,unsp,Used,t,44313,2011,Gray,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,5,36777,44.313
13406,550,unsp,Used,f,49624,2011,Silver,5.5 L,Gasoline,IL,ENC,unsp,unsp,unsp,7,47980,49.624
13936,550,unsp,CPO,f,30788,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,39,47991,30.788
13938,550,unsp,CPO,f,13542,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,77,55900,13.542
13941,550,unsp,Used,f,7714,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,64900,7.714
13942,550,unsp,Used,t,39219,2011,Black,5.5 L,Gasoline,FL,SoA,Bang Olufsen,unsp,unsp,49,39999,39.219
13946,550,unsp,CPO,f,31918,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,28,49994,31.918
13948,550,unsp,Used,f,48697,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,83,44999,48.697
13952,550,unsp,CPO,f,24855,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,56895,24.855
13988,63 AMG,unsp,CPO,f,3275,2011,Blue,5.5 L,Gasoline,VA,SoA,Bang Olufsen,Alloy,unsp,62,92990,3.275
14024,550,unsp,Used,f,35497,2011,Black,5.5 L,Gasoline,UT,Mtn,Harman Kardon,unsp,unsp,89,53881,35.497
14025,550,unsp,Used,f,27613,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,61,49995,27.613
14032,550,unsp,CPO,f,10599,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,3,59900,10.599
14035,550,unsp,Used,f,76366,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,54,37995,76.366
14037,550,unsp,Used,t,13966,2011,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,64,51950,13.966
14039,550,unsp,Used,t,51015,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,9,40990,51.015
14043,550,unsp,Used,f,30125,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,Premium,unsp,50,43999,30.125
14046,550,unsp,Used,t,31833,2011,Silver,5.5 L,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,20,45995,31.833
14556,550,unsp,Used,f,41754,2011,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,34,40495,41.754
14557,550,unsp,CPO,f,36475,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,12,52888,36.475
14561,550,unsp,Used,f,74244,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,24,42991,74.244
14562,550,unsp,Used,f,31030,2011,Gray,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,37,48656,31.03
14563,550,unsp,CPO,f,12207,2011,White,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,73,56991,12.207
14568,550,unsp,Used,f,50128,2011,White,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,6,42995,50.128
14572,550,unsp,CPO,f,29200,2011,Brown,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,11,52980,29.2
14573,550,unsp,CPO,f,2416,2011,White,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,36,59991,2.416
14576,550,unsp,Used,f,23727,2011,Silver,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,75,58995,23.727
14577,550,unsp,CPO,f,40931,2011,Silver,5.5 L,Gasoline,NC,SoA,unsp,Alloy,unsp,61,53964,40.931
14629,63 AMG,unsp,Used,t,63020,2011,Black,5.5 L,Gasoline,CA,Pac,Bang Olufsen,Alloy,unsp,17,56888,63.02
14683,550,unsp,Used,t,46000,2011,Black,5.5 L,Gasoline,MI,ENC,Harman Kardon,unsp,unsp,83,47995,46
14685,550,unsp,Used,f,12681,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,56,63888,12.681
14687,550,unsp,CPO,f,36685,2011,Black,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,79,51991,36.685
14688,550,unsp,CPO,t,43767,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,60,60890,43.767
14697,550,unsp,CPO,f,40758,2011,Black,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,79,55998,40.758
14698,550,unsp,Used,f,61337,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,56,45996,61.337
14699,550,unsp,Used,t,11570,2011,unsp,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,61450,11.57
14700,550,unsp,Used,f,29603,2011,Silver,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,18,73,44999,29.603
14704,550,unsp,Used,f,39829,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,45,54999,39.829
14712,550,unsp,CPO,t,33391,2011,Black,5.5 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,70,49991,33.391
14714,550,unsp,Used,f,22332,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,22,39995,22.332
15227,550,unsp,CPO,f,44641,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,11,51980,44.641
15228,550,unsp,CPO,t,35216,2011,Silver,5.5 L,Gasoline,LA,WSC,Premium,Alloy,unsp,63,61900,35.216
15229,550,unsp,Used,t,62861,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,34,46991,62.861
15230,550,unsp,Used,f,77157,2011,Black,5.5 L,Gasoline,MN,WNC,Premium,Alloy,unsp,61,37990,77.157
15231,550,unsp,Used,t,49654,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,74,43487,49.654
15234,550,unsp,Used,f,53283,2011,White,5.5 L,Gasoline,IL,ENC,Bang Olufsen,Alloy,unsp,72,52999,53.283
15235,550,unsp,Used,f,35715,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,11,39881,35.715
15236,550,unsp,Used,t,79100,2011,White,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,70,39900,79.1
15237,550,unsp,Used,f,23893,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,57,50991,23.893
15238,550,unsp,CPO,f,56810,2011,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,54,48900,56.81
15239,550,unsp,Used,t,46837,2011,White,5.5 L,Gasoline,AL,ESC,Premium,unsp,unsp,36,51995,46.837
15240,550,unsp,CPO,f,52193,2011,Gray,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,2,49993,52.193
15245,550,unsp,CPO,t,35272,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,57,59888,35.272
15246,550,unsp,Used,f,59873,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,54,36988,59.873
15247,550,unsp,CPO,f,36130,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,Alloy,unsp,61,57900,36.13
15249,550,unsp,Used,t,20101,2011,Silver,5.5 L,Gasoline,NV,Mtn,Harman Kardon,Alloy,unsp,27,52999,20.101
15290,63 AMG,unsp,CPO,f,11726,2011,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,5,79900,11.726
15294,63 AMG,unsp,CPO,f,10405,2011,White,5.5 L,Gasoline,NV,Mtn,unsp,unsp,unsp,58,92995,10.405
15295,63 AMG,unsp,CPO,t,33352,2011,Black,5.5 L,Gasoline,AZ,Mtn,Premium,Alloy,unsp,74,71888,33.352
15296,63 AMG,unsp,CPO,f,29808,2011,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,44,79971,29.808
15347,550,unsp,Used,f,34343,2011,unsp,5.5 L,Gasoline,MD,SoA,Bang Olufsen,unsp,unsp,18,62852,34.343
15348,550,unsp,Used,f,13852,2011,Black,5.5 L,Gasoline,MS,ESC,unsp,unsp,unsp,73,53800,13.852
15352,550,unsp,Used,t,20338,2011,Black,5.5 L,Gasoline,OH,ENC,Premium,unsp,unsp,50,42893,20.338
15353,550,unsp,Used,f,59569,2011,Blue,5.5 L,Gasoline,NY,Mid,Premium,unsp,unsp,40,32980,59.569
15354,550,unsp,CPO,f,23851,2011,Black,5.5 L,Gasoline,CT,New,unsp,Alloy,unsp,44,54490,23.851
15362,550,unsp,Used,t,34640,2011,White,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,5,45990,34.64
15363,550,unsp,Used,f,55540,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,16,38995,55.54
15364,550,unsp,Used,f,33709,2011,Black,5.5 L,Gasoline,KY,ESC,Harman Kardon,Alloy,unsp,70,48810,33.709
15367,550,unsp,Used,t,27861,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,61,47999,27.861
15370,550,unsp,Used,f,46225,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,Premium,unsp,48,39999,46.225
15371,550,unsp,Used,t,47535,2011,Black,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,68,53995,47.535
15902,550,unsp,CPO,f,28126,2011,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,33,54888,28.126
15903,550,unsp,CPO,f,16829,2011,Black,5.5 L,Gasoline,LA,WSC,Premium,Alloy,unsp,78,58910,16.829
15907,550,unsp,CPO,t,31301,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,71,56991,31.301
15908,550,unsp,Used,f,25541,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,49,45999,25.541
15910,550,unsp,Used,f,12271,2011,White,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,64991,12.271
15914,550,unsp,Used,f,38870,2011,Black,5.5 L,Gasoline,CA,Pac,Bang Olufsen,unsp,unsp,8,51991,38.87
15916,550,unsp,Used,f,29252,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,80,46645,29.252
15924,550,unsp,CPO,f,43622,2011,Black,5.5 L,Gasoline,WA,Pac,Harman Kardon,Alloy,unsp,41,57777,43.622
15963,63 AMG,unsp,Used,f,10912,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,68,88980,10.912
16028,550,unsp,Used,t,59324,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,77,38995,59.324
16029,550,unsp,Used,f,33867,2011,Black,5.5 L,Gasoline,WA,Pac,Premium,unsp,unsp,52,43500,33.867
16031,550,unsp,CPO,f,43338,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,0,60495,43.338
16034,550,unsp,Used,t,40634,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,6,39995,40.634
16039,550,unsp,CPO,t,36835,2011,Black,5.5 L,Gasoline,TN,ESC,unsp,unsp,unsp,53,58999,36.835
16041,550,unsp,CPO,f,27528,2011,Blue,5.5 L,Gasoline,OH,ENC,unsp,Alloy,unsp,82,54491,27.528
16042,550,unsp,CPO,t,10708,2011,Silver,5.5 L,Gasoline,PA,Mid,unsp,unsp,unsp,51,59126,10.708
