"Subject","Session","Trial","FarAway","Littered","PictureTarget.RT","Side"
6,3,12,0,1,636,"right"
6,3,13,0,1,704,"left"
6,3,14,0,1,675,"right"
6,3,15,0,1,729,"right"
6,3,16,0,1,796,"left"
6,3,17,0,1,553,"right"
6,3,18,0,1,557,"left"
6,3,19,0,1,702,"left"
6,3,20,0,1,586,"right"
6,4,11,0,1,680,"left"
6,4,12,0,1,658,"left"
6,4,13,0,1,408,"right"
6,4,14,0,1,516,"left"
6,4,15,0,1,424,"left"
6,4,16,0,1,528,"right"
6,4,17,0,1,359,"right"
6,4,18,0,1,449,"right"
6,4,19,0,1,573,"right"
6,4,20,0,1,839,"left"
8,1,11,0,1,523,"right"
8,1,12,0,1,765,"left"
8,1,13,0,1,483,"right"
8,1,14,0,1,462,"left"
8,1,15,0,1,766,"right"
8,1,16,0,1,632,"left"
8,1,17,0,1,459,"right"
8,1,18,0,1,674,"left"
8,1,19,0,1,719,"right"
8,1,20,0,1,835,"left"
8,2,11,0,1,689,"right"
8,2,12,0,1,624,"left"
8,2,13,0,1,536,"left"
8,2,14,0,1,638,"right"
8,2,15,0,1,450,"right"
8,2,16,0,1,566,"left"
8,2,17,0,1,470,"left"
8,2,18,0,1,491,"right"
8,2,19,0,1,505,"left"
8,2,20,0,1,547,"right"
8,3,11,0,1,431,"right"
8,3,12,0,1,492,"left"
8,3,13,0,1,509,"left"
8,3,14,0,1,434,"left"
8,3,15,0,1,555,"left"
8,3,16,0,1,543,"right"
8,3,17,0,1,575,"right"
8,3,18,0,1,514,"left"
8,3,19,0,1,587,"right"
8,3,20,0,1,483,"right"
8,4,11,0,1,454,"right"
8,4,12,0,1,508,"right"
8,4,13,0,1,617,"left"
8,4,14,0,1,657,"right"
8,4,15,0,1,419,"right"
8,4,16,0,1,518,"left"
8,4,17,0,1,580,"left"
8,4,18,0,1,497,"left"
8,4,19,0,1,511,"left"
8,4,20,0,1,489,"right"
9,1,11,0,1,572,"left"
9,1,12,0,1,626,"right"
9,1,13,0,1,583,"left"
9,1,14,0,1,461,"left"
9,1,15,0,1,579,"left"
9,1,16,0,1,485,"right"
9,1,17,0,1,462,"right"
9,1,18,0,1,474,"left"
9,1,19,0,1,539,"right"
9,1,20,0,1,471,"right"
9,2,11,0,1,774,"right"
9,2,12,0,1,481,"right"
9,2,13,0,1,576,"left"
9,2,14,0,1,567,"right"
9,2,15,0,1,607,"right"
9,2,16,0,1,434,"left"
9,2,17,0,1,492,"left"
9,2,18,0,1,544,"left"
9,2,19,0,1,426,"left"
9,2,20,0,1,448,"right"
9,3,11,0,1,439,"left"
9,3,12,0,1,507,"right"
9,3,13,0,1,544,"right"
9,3,14,0,1,669,"left"
9,3,15,0,1,532,"right"
9,3,16,0,1,394,"left"
9,3,17,0,1,418,"right"
9,3,18,0,1,412,"right"
9,3,19,0,1,688,"left"
9,3,20,0,1,518,"left"
9,4,11,0,1,517,"left"
9,4,12,0,1,709,"right"
9,4,13,0,1,550,"left"
9,4,14,0,1,527,"right"
9,4,15,0,1,356,"right"
9,4,16,0,1,454,"right"
9,4,17,0,1,604,"left"
9,4,18,0,1,466,"left"
9,4,19,0,1,577,"right"
9,4,20,0,1,491,"left"
10,1,21,1,0,551,"right"
10,1,22,1,0,526,"right"
10,1,23,1,0,697,"left"
10,1,24,1,0,636,"left"
10,1,25,1,0,903,"right"
10,1,26,1,0,463,"left"
10,1,27,1,0,524,"left"
10,1,28,1,0,1230,"left"
10,1,29,1,0,720,"right"
10,1,30,1,0,465,"right"
10,2,21,1,0,683,"right"
10,2,22,1,0,705,"right"
10,2,23,1,0,538,"right"
10,2,24,1,0,532,"right"
10,2,25,1,0,598,"left"
10,2,26,1,0,523,"left"
10,2,27,1,0,445,"left"
10,2,28,1,0,584,"left"
10,2,29,1,0,729,"right"
10,2,30,1,0,522,"left"
10,3,21,1,0,443,"right"
10,3,22,1,0,495,"right"
10,3,23,1,0,386,"left"
10,3,24,1,0,491,"right"
10,3,25,1,0,428,"left"
10,3,26,1,0,466,"left"
10,3,27,1,0,512,"right"
10,3,28,1,0,471,"right"
10,3,29,1,0,429,"left"
10,3,30,1,0,579,"left"
10,4,21,1,0,787,"right"
10,4,22,1,0,452,"left"
10,4,23,1,0,620,"right"
10,4,24,1,0,508,"right"
10,4,25,1,0,410,"right"
10,4,26,1,0,835,"left"
10,4,27,1,0,384,"left"
10,4,28,1,0,419,"right"
10,4,29,1,0,504,"left"
10,4,30,1,0,472,"left"
12,1,21,1,0,1038,"left"
12,1,22,1,0,430,"right"
12,1,23,1,0,564,"left"
12,1,24,1,0,477,"right"
12,1,25,1,0,578,"left"
12,1,26,1,0,443,"right"
12,1,27,1,0,502,"right"
12,1,28,1,0,562,"left"
12,1,29,1,0,583,"right"
12,1,30,1,0,547,"left"
12,2,21,1,0,543,"right"
12,2,22,1,0,434,"right"
12,2,23,1,0,450,"left"
12,2,24,1,0,475,"right"
12,2,25,1,0,623,"left"
12,2,26,1,0,591,"left"
12,2,27,1,0,661,"left"
12,2,28,1,0,527,"left"
12,2,29,1,0,357,"right"
12,2,30,1,0,519,"right"
12,3,21,1,0,558,"right"
12,3,22,1,0,487,"right"
12,3,23,1,0,632,"left"
12,3,24,1,0,388,"right"
12,3,25,1,0,459,"right"
12,3,26,1,0,514,"left"
12,3,27,1,0,494,"left"
12,3,28,1,0,526,"left"
12,3,29,1,0,388,"left"
12,3,30,1,0,648,"right"
12,4,21,1,0,534,"left"
12,4,22,1,0,375,"left"
12,4,23,1,0,405,"left"
12,4,24,1,0,407,"right"
12,4,25,1,0,562,"left"
12,4,26,1,0,553,"right"
12,4,27,1,0,532,"left"
12,4,28,1,0,453,"right"
12,4,29,1,0,532,"right"
12,4,30,1,0,453,"right"
13,1,21,1,0,473,"left"
13,1,22,1,0,549,"right"
13,1,23,1,0,457,"right"
13,1,24,1,0,450,"left"
13,1,25,1,0,439,"right"
13,1,26,1,0,523,"left"
13,1,27,1,0,665,"left"
13,1,28,1,0,699,"right"
13,1,29,1,0,464,"left"
13,1,30,1,0,485,"right"
13,2,21,1,0,386,"left"
13,2,22,1,0,393,"left"
13,2,23,1,0,476,"left"
13,2,24,1,0,465,"right"
13,2,25,1,0,665,"right"
13,2,26,1,0,551,"left"
13,2,27,1,0,396,"left"
13,2,28,1,0,384,"right"
13,2,29,1,0,450,"right"
13,2,30,1,0,419,"right"
13,3,21,1,0,586,"left"
13,3,22,1,0,661,"right"
13,3,23,1,0,494,"left"
13,3,24,1,0,442,"right"
13,3,25,1,0,408,"right"
13,3,26,1,0,434,"left"
13,3,27,1,0,488,"left"
13,3,28,1,0,375,"right"
13,3,29,1,0,416,"right"
13,3,30,1,0,436,"left"
13,4,21,1,0,454,"left"
13,4,22,1,0,388,"right"
13,4,23,1,0,419,"left"
13,4,24,1,0,456,"left"
13,4,25,1,0,396,"left"
13,4,26,1,0,379,"right"
13,4,27,1,0,412,"right"
13,4,28,1,0,351,"right"
13,4,29,1,0,375,"left"
13,4,30,1,0,402,"right"
14,1,21,1,0,700,"right"
14,1,22,1,0,524,"left"
14,1,23,1,0,576,"right"
14,1,24,1,0,493,"left"
14,1,25,1,0,691,"left"
14,1,26,1,0,493,"left"
14,1,27,1,0,506,"right"
14,1,28,1,0,610,"left"
14,1,29,1,0,512,"right"
14,1,30,1,0,518,"right"
14,2,21,1,0,507,"left"
14,2,22,1,0,424,"left"
14,2,23,1,0,521,"right"
14,2,24,1,0,491,"right"
14,2,25,1,0,440,"right"
14,2,26,1,0,473,"left"
14,2,27,1,0,470,"right"
14,2,28,1,0,389,"left"
14,2,29,1,0,436,"left"
14,2,30,1,0,440,"right"
14,3,21,1,0,446,"right"
14,3,22,1,0,410,"left"
14,3,23,1,0,665,"left"
14,3,24,1,0,610,"left"
14,3,25,1,0,585,"left"
14,3,26,1,0,554,"right"
14,3,27,1,0,459,"right"
14,3,28,1,0,510,"right"
14,3,29,1,0,482,"left"
14,3,30,1,0,480,"right"
14,4,21,1,0,487,"right"
14,4,22,1,0,532,"left"
14,4,23,1,0,483,"right"
14,4,24,1,0,454,"left"
14,4,25,1,0,413,"right"
14,4,26,1,0,393,"left"
14,4,27,1,0,330,"left"
14,4,28,1,0,369,"right"
14,4,29,1,0,808,"right"
14,4,30,1,0,473,"left"
15,1,21,1,0,503,"right"
15,1,22,1,0,550,"left"
15,1,23,1,0,621,"left"
15,1,24,1,0,538,"left"
15,1,25,1,0,455,"left"
15,1,26,1,0,486,"right"
15,1,27,1,0,430,"left"
15,1,28,1,0,493,"right"
15,1,29,1,0,597,"right"
15,1,30,1,0,623,"right"
15,2,21,1,0,805,"right"
15,2,22,1,0,478,"left"
15,2,23,1,0,651,"left"
15,2,24,1,0,502,"right"
15,2,25,1,0,483,"right"
15,2,26,1,0,463,"left"
15,2,27,1,0,482,"right"
15,2,28,1,0,583,"left"
15,2,29,1,0,555,"left"
15,2,30,1,0,442,"right"
15,3,21,1,0,462,"right"
15,3,22,1,0,370,"right"
15,3,23,1,0,438,"right"
15,3,24,1,0,465,"right"
15,3,25,1,0,470,"left"
15,3,26,1,0,434,"right"
15,3,27,1,0,557,"left"
15,3,28,1,0,471,"left"
15,3,29,1,0,475,"left"
15,3,30,1,0,523,"left"
15,4,21,1,0,621,"right"
15,4,22,1,0,412,"right"
15,4,23,1,0,383,"right"
15,4,24,1,0,558,"right"
15,4,25,1,0,567,"left"
15,4,26,1,0,534,"left"
15,4,27,1,0,634,"left"
15,4,28,1,0,940,"left"
15,4,29,1,0,945,"left"
15,4,30,1,0,496,"right"
18,1,21,1,0,446,"left"
18,1,22,1,0,489,"right"
18,1,23,1,0,742,"right"
18,1,24,1,0,491,"left"
18,1,25,1,0,505,"left"
18,1,26,1,0,585,"left"
18,1,27,1,0,409,"right"
18,1,28,1,0,496,"right"
18,1,29,1,0,565,"right"
18,1,30,1,0,514,"left"
18,2,21,1,0,397,"right"
18,2,22,1,0,526,"right"
18,2,23,1,0,539,"left"
18,2,24,1,0,386,"right"
18,2,25,1,0,376,"right"
18,2,26,1,0,376,"left"
18,2,27,1,0,366,"left"
18,2,28,1,0,599,"left"
18,2,29,1,0,605,"left"
18,2,30,1,0,677,"right"
18,3,21,1,0,410,"left"
18,3,22,1,0,460,"right"
18,3,23,1,0,571,"right"
18,3,24,1,0,762,"left"
18,3,25,1,0,615,"left"
18,3,26,1,0,623,"left"
18,3,27,1,0,665,"left"
18,3,28,1,0,629,"right"
18,3,29,1,0,702,"right"
18,3,30,1,0,494,"right"
18,4,21,1,0,886,"left"
18,4,22,1,0,730,"left"
18,4,23,1,0,583,"right"
18,4,24,1,0,523,"right"
18,4,25,1,0,810,"left"
18,4,26,1,0,606,"left"
18,4,27,1,0,940,"right"
18,4,28,1,0,1039,"right"
18,4,29,1,0,583,"right"
18,4,30,1,0,613,"left"
20,1,21,1,0,413,"right"
20,1,22,1,0,404,"right"
20,1,23,1,0,381,"left"
20,1,24,1,0,475,"left"
20,1,25,1,0,525,"right"
20,1,26,1,0,396,"right"
20,1,27,1,0,378,"left"
20,1,28,1,0,517,"right"
20,1,29,1,0,480,"left"
20,1,30,1,0,600,"left"
20,2,21,1,0,640,"right"
20,2,22,1,0,455,"left"
20,2,23,1,0,435,"right"
20,2,24,1,0,529,"right"
20,2,25,1,0,597,"left"
20,2,26,1,0,617,"left"
20,2,27,1,0,501,"left"
20,2,28,1,0,611,"right"
20,2,29,1,0,393,"left"
20,2,30,1,0,424,"right"
20,3,21,1,0,385,"left"
20,3,22,1,0,399,"right"
20,3,23,1,0,534,"left"
20,3,24,1,0,441,"right"
20,3,25,1,0,432,"right"
20,3,26,1,0,396,"right"
20,3,27,1,0,526,"left"
20,3,28,1,0,416,"right"
20,3,29,1,0,370,"left"
20,3,30,1,0,451,"left"
20,4,21,1,0,963,"left"
20,4,22,1,0,342,"left"
20,4,23,1,0,421,"right"
20,4,24,1,0,392,"right"
20,4,25,1,0,512,"right"
20,4,26,1,0,411,"left"
20,4,27,1,0,632,"left"
20,4,28,1,0,371,"left"
20,4,29,1,0,478,"right"
20,4,30,1,0,400,"right"
22,1,21,1,0,794,"right"
22,1,22,1,0,700,"right"
22,1,23,1,0,757,"right"
22,1,24,1,0,776,"left"
22,1,25,1,0,606,"left"
22,1,26,1,0,641,"left"
22,1,27,1,0,649,"left"
22,1,28,1,0,1183,"left"
22,1,29,1,0,574,"right"
22,1,30,1,0,680,"right"
22,2,21,1,0,528,"left"
22,2,22,1,0,434,"left"
22,2,23,1,0,461,"right"
22,2,24,1,0,581,"right"
22,2,25,1,0,536,"right"
22,2,26,1,0,485,"right"
22,2,27,1,0,633,"left"
22,2,28,1,0,396,"left"
22,2,29,1,0,573,"left"
22,2,30,1,0,487,"right"
22,3,21,1,0,404,"right"
22,3,22,1,0,445,"left"
22,3,23,1,0,470,"left"
22,3,24,1,0,493,"left"
22,3,25,1,0,381,"right"
22,3,26,1,0,430,"right"
22,3,27,1,0,433,"left"
22,3,28,1,0,611,"left"
22,3,29,1,0,496,"right"
22,3,30,1,0,560,"right"
22,4,21,1,0,483,"left"
22,4,22,1,0,479,"right"
22,4,23,1,0,432,"left"
22,4,24,1,0,452,"right"
22,4,25,1,0,485,"right"
22,4,26,1,0,432,"right"
22,4,27,1,0,468,"right"
22,4,28,1,0,528,"left"
22,4,29,1,0,396,"left"
22,4,30,1,0,417,"left"
26,1,21,1,0,605,"right"
26,1,22,1,0,657,"right"
26,1,23,1,0,440,"right"
26,1,24,1,0,542,"right"
26,1,25,1,0,657,"left"
26,1,26,1,0,505,"right"
26,1,27,1,0,580,"left"
26,1,28,1,0,515,"left"
26,1,29,1,0,497,"left"
26,1,30,1,0,646,"left"
26,2,21,1,0,599,"right"
26,2,22,1,0,544,"left"
26,2,23,1,0,410,"right"
26,2,24,1,0,567,"right"
26,2,25,1,0,518,"right"
26,2,26,1,0,466,"left"
26,2,27,1,0,706,"left"
26,2,28,1,0,525,"right"
26,2,29,1,0,513,"left"
26,2,30,1,0,595,"left"
26,3,21,1,0,493,"left"
26,3,22,1,0,560,"right"
26,3,23,1,0,578,"right"
26,3,24,1,0,464,"left"
26,3,25,1,0,596,"right"
26,3,26,1,0,447,"left"
26,3,27,1,0,404,"left"
26,3,28,1,0,391,"right"
26,3,29,1,0,505,"right"
26,3,30,1,0,414,"left"
26,4,21,1,0,425,"right"
26,4,22,1,0,438,"left"
26,4,23,1,0,592,"right"
26,4,24,1,0,700,"left"
26,4,25,1,0,540,"right"
26,4,26,1,0,573,"right"
26,4,27,1,0,698,"left"
26,4,28,1,0,527,"right"
26,4,29,1,0,482,"left"
26,4,30,1,0,442,"left"
6,1,21,1,0,1032,"right"
6,1,22,1,0,707,"left"
6,1,23,1,0,709,"right"
6,1,24,1,0,584,"right"
6,1,25,1,0,593,"left"
6,1,26,1,0,577,"right"
6,1,27,1,0,581,"left"
6,1,28,1,0,604,"right"
6,1,29,1,0,756,"left"
6,1,30,1,0,1044,"left"
6,2,21,1,0,501,"left"
6,2,22,1,0,615,"left"
6,2,23,1,0,530,"left"
6,2,24,1,0,531,"right"
6,2,25,1,0,508,"right"
6,2,26,1,0,618,"left"
6,2,27,1,0,691,"right"
6,2,28,1,0,491,"right"
6,2,29,1,0,455,"right"
6,2,30,1,0,545,"left"
6,3,21,1,0,590,"left"
6,3,22,1,0,465,"right"
6,3,23,1,0,499,"right"
6,3,24,1,0,522,"left"
6,3,25,1,0,511,"right"
6,3,26,1,0,513,"right"
6,3,27,1,0,587,"right"
6,3,28,1,0,564,"left"
6,3,29,1,0,691,"left"
6,3,30,1,0,549,"left"
6,4,21,1,0,593,"left"
6,4,22,1,0,419,"right"
6,4,23,1,0,458,"right"
6,4,24,1,0,430,"left"
6,4,25,1,0,503,"right"
6,4,26,1,0,435,"left"
6,4,27,1,0,399,"left"
6,4,28,1,0,481,"left"
6,4,29,1,0,471,"right"
6,4,30,1,0,491,"right"
8,1,21,1,0,591,"right"
8,1,22,1,0,549,"left"
8,1,23,1,0,429,"right"
8,1,24,1,0,590,"right"
8,1,25,1,0,811,"left"
8,1,26,1,0,480,"right"
8,1,27,1,0,574,"right"
8,1,28,1,0,682,"left"
8,1,29,1,0,522,"left"
8,1,30,1,0,454,"left"
8,2,21,1,0,537,"right"
8,2,22,1,0,536,"right"
8,2,23,1,0,602,"left"
8,2,24,1,0,432,"left"
8,2,25,1,0,434,"left"
8,2,26,1,0,460,"right"
8,2,27,1,0,435,"right"
8,2,28,1,0,451,"left"
8,2,29,1,0,516,"right"
8,2,30,1,0,666,"left"
8,3,21,1,0,361,"right"
8,3,22,1,0,440,"right"
8,3,23,1,0,434,"right"
8,3,24,1,0,396,"left"
8,3,25,1,0,436,"right"
8,3,26,1,0,415,"left"
8,3,27,1,0,608,"left"
8,3,28,1,0,664,"left"
8,3,29,1,0,529,"right"
8,3,30,1,0,537,"left"
8,4,21,1,0,571,"left"
8,4,22,1,0,464,"left"
8,4,23,1,0,461,"right"
8,4,24,1,0,497,"left"
8,4,25,1,0,491,"right"
8,4,26,1,0,482,"right"
8,4,27,1,0,401,"right"
8,4,28,1,0,488,"left"
8,4,29,1,0,392,"left"
8,4,30,1,0,437,"right"
9,1,21,1,0,734,"left"
9,1,22,1,0,470,"left"
9,1,23,1,0,582,"right"
9,1,24,1,0,450,"left"
9,1,25,1,0,442,"left"
9,1,26,1,0,408,"right"
9,1,27,1,0,487,"right"
9,1,28,1,0,359,"left"
9,1,29,1,0,415,"right"
9,1,30,1,0,400,"right"
9,2,21,1,0,499,"right"
9,2,22,1,0,446,"right"
9,2,23,1,0,480,"right"
9,2,24,1,0,390,"left"
9,2,25,1,0,447,"right"
9,2,26,1,0,413,"right"
9,2,27,1,0,498,"left"
9,2,28,1,0,418,"left"
9,2,29,1,0,494,"left"
9,2,30,1,0,437,"left"
9,3,21,1,0,388,"right"
9,3,22,1,0,518,"right"
9,3,23,1,0,415,"left"
9,3,24,1,0,379,"right"
9,3,25,1,0,505,"left"
9,3,26,1,0,433,"left"
9,3,27,1,0,442,"right"
9,3,28,1,0,488,"right"
9,3,29,1,0,409,"left"
9,3,30,1,0,551,"left"
9,4,21,1,0,533,"left"
9,4,22,1,0,370,"right"
9,4,23,1,0,468,"left"
9,4,24,1,0,470,"right"
9,4,25,1,0,410,"right"
9,4,26,1,0,491,"left"
9,4,27,1,0,449,"right"
9,4,28,1,0,408,"right"
9,4,29,1,0,473,"left"
9,4,30,1,0,409,"left"
10,1,31,1,1,938,"right"
10,1,32,1,1,814,"left"
10,1,33,1,1,735,"right"
10,1,34,1,1,738,"left"
10,1,35,1,1,818,"right"
10,1,36,1,1,651,"left"
10,1,37,1,1,928,"left"
10,1,38,1,1,713,"right"
10,1,39,1,1,622,"left"
10,1,40,1,1,771,"right"
10,2,31,1,1,656,"left"
10,2,32,1,1,680,"left"
10,2,33,1,1,474,"right"
10,2,34,1,1,685,"right"
10,2,35,1,1,834,"right"
10,2,36,1,1,548,"left"
10,2,37,1,1,545,"left"
10,2,38,1,1,709,"right"
10,2,39,1,1,481,"left"
10,2,40,1,1,811,"right"
10,3,31,1,1,621,"left"
10,3,32,1,1,661,"left"
10,3,33,1,1,573,"left"
10,3,34,1,1,737,"right"
10,3,35,1,1,546,"left"
10,3,36,1,1,613,"right"
10,3,37,1,1,899,"left"
10,3,38,1,1,543,"right"
10,3,39,1,1,820,"right"
10,3,40,1,1,549,"right"
10,4,31,1,1,726,"left"
10,4,32,1,1,584,"left"
10,4,33,1,1,417,"left"
10,4,34,1,1,648,"right"
10,4,35,1,1,704,"right"
10,4,36,1,1,713,"right"
10,4,37,1,1,416,"right"
10,4,38,1,1,677,"left"
10,4,39,1,1,736,"left"
10,4,40,1,1,742,"right"
12,1,31,1,1,685,"left"
12,1,32,1,1,963,"right"
12,1,33,1,1,935,"left"
12,1,34,1,1,635,"left"
12,1,35,1,1,812,"right"
12,1,36,1,1,827,"left"
12,1,37,1,1,555,"right"
12,1,38,1,1,593,"right"
12,1,39,1,1,628,"left"
12,1,40,1,1,695,"right"
12,2,31,1,1,758,"left"
12,2,32,1,1,594,"left"
12,2,33,1,1,497,"right"
12,2,34,1,1,546,"right"
12,2,35,1,1,682,"left"
12,2,36,1,1,697,"right"
12,2,37,1,1,506,"left"
12,2,38,1,1,559,"left"
12,2,39,1,1,537,"right"
12,2,40,1,1,454,"right"
12,3,31,1,1,695,"right"
12,3,32,1,1,494,"right"
12,3,33,1,1,518,"right"
12,3,34,1,1,583,"left"
12,3,35,1,1,684,"left"
12,3,36,1,1,676,"right"
12,3,37,1,1,536,"right"
12,3,38,1,1,506,"left"
12,3,39,1,1,543,"left"
12,3,40,1,1,774,"left"
12,4,31,1,1,544,"right"
12,4,32,1,1,554,"left"
12,4,33,1,1,813,"right"
12,4,34,1,1,881,"left"
12,4,35,1,1,469,"right"
12,4,36,1,1,646,"left"
12,4,37,1,1,643,"left"
12,4,38,1,1,588,"left"
12,4,39,1,1,599,"right"
12,4,40,1,1,362,"right"
13,1,31,1,1,576,"right"
13,1,32,1,1,776,"right"
13,1,33,1,1,620,"left"
13,1,34,1,1,482,"left"
13,1,35,1,1,565,"right"
13,1,36,1,1,578,"left"
13,1,37,1,1,634,"left"
13,1,38,1,1,722,"right"
13,1,39,1,1,569,"left"
13,1,40,1,1,568,"right"
13,2,31,1,1,354,"left"
13,2,32,1,1,481,"right"
13,2,33,1,1,401,"left"
13,2,34,1,1,342,"right"
13,2,35,1,1,604,"left"
13,2,36,1,1,608,"right"
13,2,37,1,1,443,"right"
13,2,38,1,1,588,"left"
13,2,39,1,1,445,"right"
13,2,40,1,1,455,"left"
13,3,31,1,1,590,"left"
13,3,32,1,1,633,"right"
13,3,33,1,1,478,"left"
13,3,34,1,1,553,"right"
13,3,35,1,1,479,"left"
13,3,36,1,1,536,"left"
13,3,37,1,1,381,"right"
13,3,38,1,1,431,"left"
13,3,39,1,1,395,"right"
13,3,40,1,1,349,"right"
13,4,31,1,1,408,"left"
13,4,32,1,1,523,"left"
13,4,33,1,1,333,"right"
13,4,34,1,1,487,"right"
13,4,35,1,1,882,"left"
13,4,36,1,1,514,"right"
13,4,37,1,1,629,"right"
13,4,38,1,1,595,"right"
13,4,39,1,1,507,"left"
13,4,40,1,1,523,"left"
14,1,31,1,1,833,"right"
14,1,32,1,1,652,"right"
14,1,33,1,1,715,"left"
14,1,34,1,1,579,"right"
14,1,35,1,1,573,"left"
14,1,36,1,1,597,"left"
14,1,37,1,1,891,"right"
14,1,38,1,1,502,"right"
14,1,39,1,1,661,"left"
14,1,40,1,1,927,"left"
14,2,31,1,1,437,"left"
14,2,32,1,1,589,"right"
14,2,33,1,1,460,"left"
14,2,34,1,1,666,"right"
14,2,35,1,1,536,"right"
14,2,36,1,1,474,"left"
14,2,37,1,1,611,"left"
14,2,38,1,1,544,"right"
14,2,39,1,1,424,"left"
14,2,40,1,1,459,"right"
14,3,31,1,1,447,"right"
14,3,32,1,1,455,"right"
14,3,33,1,1,506,"left"
14,3,34,1,1,502,"right"
14,3,35,1,1,565,"left"
14,3,36,1,1,594,"right"
14,3,37,1,1,777,"left"
14,3,38,1,1,574,"left"
14,3,39,1,1,577,"left"
14,3,40,1,1,735,"right"
14,4,31,1,1,594,"right"
14,4,32,1,1,350,"right"
14,4,33,1,1,471,"right"
14,4,34,1,1,519,"right"
14,4,35,1,1,540,"left"
14,4,36,1,1,468,"left"
14,4,37,1,1,355,"left"
14,4,38,1,1,547,"right"
14,4,39,1,1,574,"left"
14,4,40,1,1,606,"left"
15,1,31,1,1,645,"right"
15,1,32,1,1,567,"right"
15,1,33,1,1,631,"right"
15,1,34,1,1,616,"right"
15,1,35,1,1,965,"left"
15,1,36,1,1,823,"left"
15,1,37,1,1,698,"left"
15,1,38,1,1,643,"left"
15,1,39,1,1,573,"left"
15,1,40,1,1,535,"right"
15,2,31,1,1,545,"left"
15,2,32,1,1,449,"left"
15,2,33,1,1,522,"right"
15,2,34,1,1,842,"right"
15,2,35,1,1,534,"right"
15,2,36,1,1,698,"left"
15,2,37,1,1,619,"left"
15,2,38,1,1,606,"left"
15,2,39,1,1,471,"right"
15,2,40,1,1,667,"right"
15,3,31,1,1,648,"right"
15,3,32,1,1,493,"right"
15,3,33,1,1,528,"left"
15,3,34,1,1,531,"right"
15,3,35,1,1,535,"left"
15,3,36,1,1,535,"right"
15,3,37,1,1,561,"left"
15,3,38,1,1,619,"left"
15,3,39,1,1,587,"left"
15,3,40,1,1,723,"right"
15,4,31,1,1,496,"right"
15,4,32,1,1,628,"right"
15,4,33,1,1,454,"left"
15,4,34,1,1,604,"left"
15,4,35,1,1,682,"right"
15,4,36,1,1,658,"left"
15,4,37,1,1,502,"right"
15,4,38,1,1,573,"left"
15,4,39,1,1,647,"right"
15,4,40,1,1,636,"left"
18,1,31,1,1,780,"left"
18,1,32,1,1,562,"left"
18,1,33,1,1,803,"right"
18,1,34,1,1,552,"right"
18,1,35,1,1,656,"left"
18,1,36,1,1,434,"left"
18,1,37,1,1,796,"right"
18,1,38,1,1,749,"right"
18,1,39,1,1,898,"right"
18,1,40,1,1,714,"left"
18,2,31,1,1,556,"left"
18,2,32,1,1,551,"left"
18,2,33,1,1,527,"left"
18,2,34,1,1,680,"right"
18,2,35,1,1,492,"right"
18,2,36,1,1,720,"right"
18,2,37,1,1,506,"left"
18,2,38,1,1,746,"right"
18,2,39,1,1,604,"left"
18,2,40,1,1,803,"right"
18,3,31,1,1,703,"right"
18,3,32,1,1,724,"right"
18,3,33,1,1,701,"right"
18,3,34,1,1,585,"left"
18,3,35,1,1,498,"left"
18,3,36,1,1,599,"right"
18,3,37,1,1,852,"right"
18,3,38,1,1,711,"left"
18,3,39,1,1,627,"left"
18,3,40,1,1,643,"left"
18,4,31,1,1,644,"left"
18,4,32,1,1,793,"right"
18,4,33,1,1,731,"left"
18,4,34,1,1,690,"left"
18,4,35,1,1,810,"right"
18,4,36,1,1,570,"left"
18,4,37,1,1,634,"left"
18,4,38,1,1,1072,"right"
18,4,39,1,1,709,"right"
18,4,40,1,1,839,"right"
20,1,31,1,1,668,"left"
20,1,32,1,1,862,"left"
20,1,33,1,1,645,"right"
20,1,34,1,1,648,"right"
20,1,35,1,1,430,"right"
20,1,36,1,1,478,"right"
20,1,37,1,1,964,"left"
20,1,38,1,1,460,"right"
20,1,39,1,1,464,"left"
20,1,40,1,1,666,"left"
20,2,31,1,1,864,"left"
20,2,32,1,1,675,"left"
20,2,33,1,1,683,"left"
20,2,34,1,1,812,"right"
20,2,35,1,1,830,"left"
20,2,36,1,1,631,"right"
20,2,37,1,1,721,"right"
20,2,38,1,1,611,"right"
20,2,39,1,1,605,"left"
20,2,40,1,1,754,"right"
20,3,31,1,1,541,"right"
20,3,32,1,1,986,"right"
20,3,33,1,1,713,"left"
20,3,34,1,1,764,"left"
20,3,35,1,1,505,"left"
20,3,36,1,1,460,"right"
20,3,37,1,1,678,"left"
20,3,38,1,1,415,"right"
20,3,39,1,1,545,"right"
20,3,40,1,1,498,"left"
20,4,31,1,1,919,"left"
20,4,32,1,1,433,"left"
20,4,33,1,1,516,"left"
20,4,34,1,1,415,"left"
20,4,35,1,1,763,"right"
20,4,36,1,1,551,"left"
20,4,37,1,1,604,"right"
20,4,38,1,1,635,"right"
20,4,39,1,1,541,"right"
20,4,40,1,1,573,"right"
22,1,31,1,1,1480,"right"
22,1,32,1,1,898,"left"
22,1,33,1,1,1418,"right"
22,1,34,1,1,809,"left"
22,1,35,1,1,1015,"right"
22,1,36,1,1,707,"right"
22,1,37,1,1,717,"right"
22,1,38,1,1,871,"left"
22,1,39,1,1,836,"left"
22,1,40,1,1,632,"left"
22,2,31,1,1,582,"right"
22,2,32,1,1,574,"right"
22,2,33,1,1,612,"left"
